alloc,,robots,,perm,,reason,,time
1,,[r3, r4, r5, r1],,[1, 2, 2, 286810],,noPlanSynthesised,,2501
3,,[r3, r4, r5, r1],,[12, 2, 2, 4820],,noPlanSynthesised,,519118
3,,[r3, r4, r5, r1],,[22, 2, 2, 4668],,noPlanSynthesised,,519291
3,,[r3, r4, r5, r1],,[11, 2, 2, 3641],,noPlanSynthesised,,519525
3,,[r3, r4, r5, r1],,[21, 1, 1, 2578],,noPlanSynthesised,,519919
3,,[r3, r4, r5, r1],,[8, 1, 2, 92],,noPlanSynthesised,,520218
3,,[r3, r4, r5, r1],,[6, 1, 2, 3073],,noPlanSynthesised,,520510
3,,[r3, r4, r5, r1],,[11, 1, 2, 2400],,noPlanSynthesised,,520736
3,,[r3, r4, r5, r1],,[22, 1, 2, 2733],,noPlanSynthesised,,520992
3,,[r3, r4, r5, r1],,[24, 2, 2, 3881],,noPlanSynthesised,,521363
3,,[r3, r4, r5, r1],,[4, 1, 2, 2764],,noPlanSynthesised,,521626
3,,[r3, r4, r5, r1],,[3, 1, 2, 1967],,noPlanSynthesised,,521915
3,,[r3, r4, r5, r1],,[10, 2, 1, 646],,noPlanSynthesised,,522361
3,,[r3, r4, r5, r1],,[3, 1, 1, 3898],,noPlanSynthesised,,522765
3,,[r3, r4, r5, r1],,[5, 1, 2, 3941],,noPlanSynthesised,,523128
3,,[r3, r4, r5, r1],,[1, 1, 2, 2086],,noPlanSynthesised,,523334
3,,[r3, r4, r5, r1],,[10, 1, 1, 2213],,noPlanSynthesised,,523909
3,,[r3, r4, r5, r1],,[16, 1, 2, 2417],,noPlanSynthesised,,524241
